0.462230	2.624646
8.004519	2.841086
5.971244	6.569858
3.311064	4.396078
1.949983	3.519019
3.016083	2.540751
2.192940	2.281016
1.048115	2.227238
1.674015	1.085385
2.824415	2.980401
0.757958	2.634125
0.662212	0.799435
2.937133	1.672275
3.340145	5.770816
4.056388	1.088938
0.468015	3.768539
1.279528	1.670280
0.939418	0.929060
1.824254	3.761509
1.846623	1.235028
5.313178	2.703084
0.742078	8.155900
1.389102	3.765090
1.425583	2.221382
3.913832	4.883057
0.701507	1.662466
2.421757	3.181476
0.816840	0.916499
0.445997	5.219632
1.769053	5.063568
1.522275	2.775544
0.802248	3.921332
2.936132	4.971545
0.272012	6.609734
0.550028	2.285239
0.339292	0.954593
0.127876	4.483592
3.879730	3.000887
1.537578	4.023694
0.793220	1.995904
0.364281	4.361702
5.625734	2.155287
3.719457	5.194490
4.316976	3.497357
8.543176	2.117065
0.627168	1.910290
1.052883	1.976152
0.508049	1.216279
1.227210	1.638485
0.084829	2.216298
5.731335	2.486531
2.871976	3.207016
5.994008	5.673989
2.448775	3.108866
1.255426	2.869428
0.617228	3.598315
7.489384	2.679663
0.376510	1.323470
0.148537	2.003274
2.118282	4.821902
1.453708	3.674682
1.285256	2.282922
1.655634	3.925506
1.249903	0.778235
1.718443	6.624791
1.575747	1.757182
1.770607	3.169490
4.644946	3.760810
5.310114	2.719104
0.398866	1.986945
2.414535	2.507149
0.496319	3.054183
1.220520	6.209160
8.432589	3.141395
0.399896	3.369403
2.843147	6.719588
3.971349	3.344867
0.459525	4.799519
2.981590	8.495693
2.241957	3.268839
8.053320	1.907647
3.252680	2.597174
1.139731	2.622679
2.025887	1.382553
2.377599	0.621692
0.777013	1.805304
1.842685	4.898034
0.080492	3.583492
4.362764	0.368730
0.157578	2.681989
0.664482	4.098294
0.234681	2.390837
2.546378	3.568123
6.023606	2.960386
0.065232	8.811261
0.423366	3.024179
0.746744	1.719610
3.292588	2.677516
3.282559	1.458531
0.531749	2.527435
0.594983	2.945616
2.375297	2.768392
7.940242	2.928555
0.220147	1.526164
0.875647	2.418802
1.220013	1.984536
2.451681	4.358503
0.254069	3.678180
0.747043	1.656696
1.518258	2.274635
1.064461	2.286358
2.849071	2.152310
2.406044	5.114300
0.687340	2.689877
18.831967	2.695903
0.466283	6.476515
4.536620	2.200799
0.044996	3.991249
3.307855	1.261256
1.296753	1.259454
5.573083	1.619518
1.134755	1.542911
13.834211	4.399796
2.025307	2.533661
0.375392	1.801891
2.301872	3.178503
1.114086	4.136484
0.037522	5.684024
1.680628	1.941469
1.189628	2.568878
1.530283	1.473665
0.490494	2.505628
4.747686	0.871999
0.444890	4.711449
3.561279	1.895126
0.510434	1.336574
0.215747	3.936802
1.930141	3.152154
0.235644	1.555348
0.840699	1.260146
0.874934	3.003959
1.734697	6.719447
1.173935	2.653460
0.544644	2.495962
12.645714	0.808697
5.193928	2.288404
0.433201	4.885851
3.008946	2.036609
1.461542	2.960575
2.320548	2.162110
3.287404	8.652867
1.178974	2.255252
0.880003	0.753465
3.837108	0.504894
3.787506	3.179984
3.343740	5.210805
2.592184	1.031527
0.080012	2.147379
2.021953	0.606611
1.058083	2.490855
1.374760	2.975916
2.519803	2.890211
5.679733	2.148408
0.818727	1.077442
6.249754	1.903799
1.087432	2.416810
1.200654	2.597151
4.150045	3.685594
0.132861	2.379660
4.370849	4.095782
2.186888	4.589506
0.108325	2.432886
1.561266	2.897281
1.199831	2.899254
0.896741	4.628300
1.148180	4.129319
0.885116	0.882674
11.279618	2.361658
0.468291	3.739708
0.413829	1.950196
0.473101	0.953237
1.258161	2.115276
7.212332	3.188839
3.863957	0.865650
3.298811	1.211828
2.306241	4.044415
0.444393	4.266036
4.461102	3.093905
4.594998	5.665485
0.122002	1.128687
3.925124	3.423084
0.888951	3.646088
0.447660	1.331311
1.173774	1.079179
5.700681	3.209321
1.772848	7.387962
0.117615	6.353591
5.999774	4.158897
2.179068	1.732602
1.369334	4.198199
2.102694	5.478756
2.639472	1.982426
3.614867	5.733487
0.350793	3.391880
9.424841	1.375443
3.848836	5.969336
0.488431	0.737937
3.203138	0.694532
4.476007	1.247592
1.003884	5.249083
2.320006	1.944314
4.113069	1.299826
4.172452	5.936070
4.090590	4.910437
2.625497	2.086223
0.085804	3.049609
1.295452	3.533283
2.055787	0.769913
1.063539	4.752479
0.862999	6.644612
3.594806	3.308593
1.628265	2.887993
0.702645	2.709558
0.111208	0.670630
3.037235	5.994786
0.758794	3.030398
6.143990	1.915854
1.238121	1.691647
1.142844	4.541034
10.185962	5.387106
0.793851	4.200542
3.153127	6.475892
6.740644	2.133073
1.027484	5.026549
0.949110	3.860589
9.168785	7.738395
5.303450	0.963101
6.858782	4.457794
2.306029	3.635857
0.584591	8.840063
0.887154	3.768908
3.092277	2.778254
0.031824	3.220113
3.773175	5.801044
6.702589	2.141758
9.554670	2.048129
3.329356	0.618755
1.096765	3.089150
0.362688	2.153856
5.068454	2.812146
3.480205	3.780030
5.220265	1.704051
2.094082	3.591879
0.440024	3.588659
0.306743	1.388117
3.295589	2.789505
2.988749	4.208408
2.908870	0.999435
0.050178	3.228677
0.022123	3.473232
0.860706	2.611152
0.276552	2.483677
3.288571	2.627531
1.709779	3.811186
3.191495	5.471103
0.660619	0.695407
4.123420	1.234788
4.983659	1.276705
3.528041	3.690348
3.561538	1.772419
2.085536	1.380988
0.848529	2.436861
3.588006	2.362523
0.552886	5.511016
1.027295	2.351440
0.933107	4.004225
0.505787	3.735758
0.027364	4.035041
6.500492	0.622838
1.394282	2.956825
1.149135	2.289053
0.614457	2.682435
0.544920	1.444567
2.277072	1.015446
2.465543	3.601876
0.647149	8.014011
2.507018	3.228389
0.566819	8.407314
3.279785	0.904848
2.924194	3.188698
13.524239	5.087726
0.168148	7.196632
4.303658	1.034717
0.241373	0.494711
1.124247	1.273059
3.532001	1.099428
1.291590	0.745680
2.731541	1.018018
2.449637	2.816193
4.011205	4.766560
6.513646	4.251560
2.688409	4.035521
2.713620	1.225580
3.384315	2.242109
1.841268	6.680396
0.514043	3.005149
1.206400	1.092945
3.163156	6.186805
0.252857	2.423203
4.414544	6.251651
3.431447	1.012028
3.167689	1.465232
8.562472	1.692666
4.123078	0.561172
8.470878	3.383787
3.452283	0.889505
1.714653	1.246634
3.947207	3.647715
5.536233	6.830424
1.505120	5.276909
0.396135	2.963280
0.146478	4.251596
0.499766	0.948755
3.105860	3.418626
0.911714	1.725355
0.392727	1.745398
6.326624	1.232915
2.545939	2.434239
2.524553	2.805100
